Center,Status,Case Number,Application SN,Title,Patent Expiration Date
NASA Langley Research Center,Issued,LAR-16571-3,"12/533,520",Magnetic Field Response Sensor For Conductive Media,07/31/2029
NASA Langley Research Center,Issued,LAR-16573-1,"10/943,831",Carbon Nanotube Based Light Sensor,09/29/2024
NASA Langley Research Center,Issued,LAR-16575-1,"10/943,649",Instrumented Crimping Tool For Critical Wiring Applications,11/24/2024
NASA Langley Research Center,Issued,LAR-16605-1,"10/731,742",Energy-extraction-based active noise control system,11/27/2026
NASA Langley Research Center,Issued,LAR-16615-1,"10/779,552",Polyimide Foams,02 November 2024
NASA Langley Research Center,Issued,LAR-16615-2,"11/124,640",Polyimide Foams,05 May 2025
NASA Langley Research Center,Issued,LAR-16616-1,"10/956,704",Laser-Induced Fabrication Of Metallic Interlayers And Patterns In Polyimide Films,09/30/2024
NASA Langley Research Center,Issued,LAR-16640-1,"12/135,180",Programmable Smart Grating Device With Quantum Aperture Array,08 May 2029
NASA Langley Research Center,Issued,LAR-16696-1,"10/678,397",Slotted Aircraft Wing (a.k.a. Full Span Slotted Wing),10 March 2023
NASA Langley Research Center,Issued,LAR-16698-1,"11/76,824",High Performance High Efficiency Hybrid Actuator Systems (HYBAS),03 April 2025
NASA Langley Research Center,Issued,LAR-16736-1,"11/422,984","Semi Autonomous Flight System With Avionics Sensor Board, Processing Board, And Flight Control Board",04 July 2027
NASA Langley Research Center,Issued,LAR-16845-1,"12/315,520",Advanced Thermo-Electric Materials with Nano-Voids,12 April 2028
NASA Langley Research Center,Issued,LAR-16854-1,"10/911,755",Ultrasonic Method And Means To Assess Compartment Syndrome Part B,08 February 2024
NASA Langley Research Center,Issued,LAR-16858-1,"11/533,921","Thin, High-Contrast Targets for Ultralightweight Structures",12/15/2026
NASA Langley Research Center,Issued,LAR-16867-1,"11/076,460",Electroactive polymer-carbon nanotube-ceramic nanocomposites,02/27/2026
NASA Langley Research Center,Issued,LAR-17548-1,"12/166,852",Fail Safe High-Temperature Composite Structure,07 July 2030
NASA Langley Research Center,Issued,LAR-16867-2,"12/109,490",Sensing/Actuating Materials Made From Carbon Nanotube Polymer Composites And Methods For Making Same,04/25/2028
NASA Langley Research Center,Issued,LAR-16868-1,"11/242,415",Lattice Matched SiGe Layer On Single Crystalline Sapphire Substrate,09/27/2025
NASA Langley Research Center,Issued,LAR-16871-1,"09/459,384",Optimization Of Ultrasonic Method For Assessment Of Changes In Intracranial Pressure Through Measurement Of Skull Expansion,12 February 2019
NASA Langley Research Center,Issued,LAR-16872-1,"11/387,086",Graded Indexed SiGe Layers on Lattice Matched SiGe Layers on Sapphire,06 October 2027
NASA Langley Research Center,Issued,LAR-16874-1,"11/674,321",Novel Aromatic/Aliphatic Diamine Derivatives For Advanced Compositions And Polymers,02/13/2027
NASA Langley Research Center,Issued,LAR-16877-1,"11/110,996",Double-Vacuum Bag (DVB) Process For Volatile Management In Resin Matrix Composite Manufacturing,07 August 2025
NASA Langley Research Center,Issued,LAR-16885-1,"11/177,664",Method Of Simulating Flow-Through Area Of A Pressure Regulator,12/15/2029
NASA Langley Research Center,Issued,LAR-16886-1,"11/536,120",Dual Sensing Capable Germ Or Toxic Chemical (GTC) Sensor Using Quantum Aperture Array With Surface Plasmon Polariton (SPP),09/28/2026
NASA Langley Research Center,Issued,LAR-16900-1,"11/155,923",CNT based crack growth detector and strain field monitor,08 July 2024
NASA Langley Research Center,Issued,LAR-16906-1,"12/928,128",Fabrication of Nanovoid-imbedded Bismuth Telluride with Low Dimensional System,02 January 2028
NASA Langley Research Center,Issued,LAR-16907-1,"11/126,518",A Deconvolution Approach For The Mapping Of Acoustic Sources (DAMAS) Determined From Phased Microphone Arrays,03/27/2029
NASA Langley Research Center,Issued,LAR-16908-1,"10/839,445","Magnetic Field Response Measurement Acquisition System (Includes LAR-16138-1, LAR-16554-1, LAR-16591-1, LAR-16614-1, LAR-16617-1, & LAR-16908-1)",05 April 2024
NASA Langley Research Center,Issued,LAR-16946-1,"11/169,256",Blowing Flap Side Edge,07 January 2025
NASA Langley Research Center,Issued,LAR-16950-1,"11/470,771",Ferroelectric Light Control Device,09 July 2026
NASA Langley Research Center,Issued,LAR-16958-1,"11/371,575",Fabrication of Multilayer Ferritin Array for Bionanobattery,08/24/2027
NASA Langley Research Center,Issued,LAR-16970-1,"11/229,439",Method For Determining Cracks On And Within Composite Panels,12 February 2025
NASA Langley Research Center,Issued,LAR-16974-1,"11/203,583","Methods Of Mounting Erectable, Flexible And Fixed Magnetic Field Response Sensors",08 August 2025
NASA Langley Research Center,Issued,LAR-17003-1,"11/239,436",Rotor Blade Vortex Management Via Boundary Layer Separation Control,09/22/2025
NASA Langley Research Center,Issued,LAR-17013-1,"11/374,480",Thermally Driven Miniature Piston Actuator,11 December 2026
NASA Langley Research Center,Issued,LAR-17017-1,"11/250,700",Enhanced Separation Control Via Simultaneous Multiple-Location Forcing,06/18/2027
NASA Langley Research Center,Issued,LAR-17032-1,"11/370,377",A New Concept For Active Bistable Twisting Structures,03 June 2026
NASA Langley Research Center,Issued,LAR-17044-1,"12/254,150",Applications Of Twin-Detection XRD Methods On SiGe (111) Layers On Sapphire (0001) Substrate,10/20/2028
NASA Langley Research Center,Issued,LAR-17073-1,"11/419,818",Interdigitated Electrode Actuators For Straining Optical Fibers (IDEAS),05/27/2026
NASA Langley Research Center,Application,LAR-17088-1,"13/032,045",Nanotubular Toughening Inclusions For Improved Mechanical Reinforcement,
NASA Langley Research Center,Issued,LAR-17112-1,"11/81,888",Multi-Layer Electroactive Devices,09 August 2025
NASA Langley Research Center,Issued,LAR-17116-1,"11/328,468",Wireless Fuel Volume Measurement Techniques,10/18/2026
NASA Langley Research Center,Issued,LAR-17126-1,"11/432,201",A Method For Producing Stable Dispersions Of Single Walled Carbon Nanotubes In Polymer Matrices Using Noncovalent Interactions,05 November 2026
NASA Langley Research Center,Issued,LAR-17128-1,"11/188,227",Method And Apparatus For Loss Of Control Inhibitor Systems,07/20/2025
NASA Langley Research Center,Issued,LAR-17135-1,"11/827,567",Fabrication of Metal Nanoshells Derived by a Biotemplate,11/17/2030
NASA Langley Research Center,Issued,LAR-17149-2,"13/053,633",A Method For Producing Multifunctional Structural Thermally Stable Nanocomposites With Aligned Carbon Nanotubes,05/20/2026
NASA Langley Research Center,Issued,LAR-17154-1,"11/421,924",Sprayable Low Temperature Oxidation Catalyst Coating Based on Sol-Gel Technology,08 November 2027
NASA Langley Research Center,Issued,LAR-17154-2,"12/369,932",Sol-Gel Based Oxidation Catalyst And Coating System Using Same (Divisional of -1),02 December 2029
NASA Langley Research Center,Issued,LAR-17155-1,"11/229,438",Wireless Fluid-Lead Measuring Dipstick Assembly (Broken Out Of LAR-16974-1),03/22/2026
NASA Langley Research Center,Issued,LAR-17157-1,"11/124,508","Liquid Crystalline Thermosets From Ester, Ester-Imide, And Ester-Amide Oligomers",01 May 2021
NASA Langley Research Center,Issued,LAR-17163-1,"11/428,017",Multi-axis Accelerometer Calibration System Using a Cuboidal Attitude Positioning Device,08/18/2027
NASA Langley Research Center,Issued,LAR-17165-1,"11/461,150",Method To Prepare Hybrid Metal/Composite Laminates By Resin Infusion,02 January 2028
NASA Langley Research Center,Issued,LAR-17168-1,"11/462,114",Cylindrical Shaped Micro Fiber Composite (CMFC) Actuators,09/24/2027
NASA Langley Research Center,Issued,LAR-17169-1,"11/486,200",Hybrid Force/Stress Amplified Piezoelectric Energy Harvesting Transducer System,07/13/2026
NASA Langley Research Center,Application,LAR-17211-1,"13/557,250",Floating Ultrasonic Transducer Inspection System For Nondestructive Evaluation,
NASA Langley Research Center,Issued,LAR-17213-1,"11/831,233",New Configuration and Power Technology for Application-Specific Scenarios of High Altitude Airships,03/25/2030
NASA Langley Research Center,Issued,LAR-17224-1,"12/272,826",Effective Dispersion of Carbon Nanotubes in an Aqueous Solution and Their Application on Bionanotechnology,06 April 2029
NASA Langley Research Center,Issued,LAR-17229-1,"11/670,044",Thin-film evaporative cooling concept for a solid-state laser diode crystal,02 January 2027
NASA Langley Research Center,Issued,LAR-17235-1,"11/461,569","Multi-Point, Multi-Component Interferometric Rayleigh/Mie Doppler Velocimeter",08 January 2026
NASA Langley Research Center,Issued,LAR-17237-1,"12/512,344",Photonic DART (Densely Accumulated Ray-point by micro-zone-plaTe),04/25/2031
NASA Langley Research Center,Issued,LAR-17240-1,"12/423,907",Computational Visual Servo:Automatic Measurement and Control for Smart Image Enhancement,09/14/2030
NASA Langley Research Center,Issued,LAR-17241-1,"12/490,747",Optical Data Storage System with Micro Zone Plate,12 May 2029
NASA Langley Research Center,Issued,LAR-17242-1,"12/508,018",MICRO-RING THIN-FILM SPECTROMETER ARRAY,09 March 2030
NASA Langley Research Center,Issued,LAR-17243-1,"12/144,937",Variable Visibility Glasses for Flight Training,02 January 2032
NASA Langley Research Center,Issued,LAR-17245-1,"12/751,075",Use of Beam Deflection to Control Electron Beam Wire Deposition Processes,04/26/2031
NASA Langley Research Center,Issued,LAR-17257-1,"11/531,703",Detecting the loss of configuration access of reprogrammable Field Programmable Gate Array (FPGA) without external circuitry,10 July 2027
NASA Langley Research Center,Issued,LAR-17267-1,"11/710,386",Method of Depositing Metals onto Carbon Allotropes and Compositions Therefrom,06/26/2028
NASA Langley Research Center,Issued,LAR-17268-1,"11/535,574",Integrated mitigation for single event upset (SEU) of reprogrammable field programmable gate arrays (FPGA) operating in radiation environments,09/27/2026
NASA Langley Research Center,Issued,LAR-17280-1,"11/305,854",Magnetic Field Response Measurement Acquisition System,04/30/2024
NASA Langley Research Center,Issued,LAR-17286-1,"12/628,446","Miniature, Low-Power X-Ray Tube Using A Microchannel Electron Generator Electron Source",02/26/2030
NASA Langley Research Center,Issued,LAR-17290-1,"11/696,333",Advance Display Media for Improved Airport Surface Operations,06 November 2028
NASA Langley Research Center,Issued,LAR-17293-1,"11/559,420",Control Device And Method For Generating Control Signals For Technical Devices,03 April 2030
NASA Langley Research Center,Issued,LAR-17294-1,"11/671,089",Low Profile Sensors Using Self-Resonating Inductors,08/22/2028
NASA Langley Research Center,Issued,LAR-17295-1,"11/671,131",System For Providing Damage Detection And Thermal Protection,02/15/2028
NASA Langley Research Center,Issued,LAR-17300-1,"11/840,363",A Method and Apparatus for Determination of the Reflection Wavelength of Multiple Low-Reflectivity Bragg Gratings in a Single Fiber,12/31/2027
NASA Langley Research Center,Application,LAR-17307-1,"11/466,569",Low Mass Free Piston Space Radiator,
NASA Langley Research Center,Issued,LAR-17317-1,"11/780,500",Extreme Low Frequency Acoustic Measurement Portable System,11/29/2030
NASA Langley Research Center,Application,LAR-17317-2,"13/771,735",Extreme Low Frequency Acoustic Measurement System,07/20/2027
NASA Langley Research Center,Application,LAR-17318-1,"13/082,734",Preparation of Metal Nanowire Decorated Carbon Allotropes,08/29/2027
NASA Langley Research Center,Issued,LAR-17321-1,"12/043,276","Ultra High-Temperature, Lightweight Insulation Material Compositions And Methods For Making And Using Them",06/27/2030
NASA Langley Research Center,Application,LAR-17323-1,"11/757,780",Concept And Design Of Oxygen Band Radar For Surface Air Pressure Remote Sensing,
NASA Langley Research Center,Issued,LAR-17325-1,"12/56,686",Unsteady aerodynamic reduced-order models (ROMs) for efficient aeroelastic analysis,03 April 2030
NASA Langley Research Center,Issued,LAR-17327-1,"12/002,857",Standardized Radiation Shield Design Method: 2005 HZETRN,07 May 2030
NASA Langley Research Center,Application,LAR-17330-1,"11/946,207",Multi Functional Composite And Honeycomb Panels,
NASA Langley Research Center,Issued,LAR-17332-1,"11/762,827",Active Flow Effectors by Embedded Shape Memory Alloy Actuation,11 April 2029
NASA Langley Research Center,Application,LAR-17332-2,"13/096,305",Jet Engine Exhaust Nozzle Flow Effector,07 May 2027
NASA Langley Research Center,Issued,LAR-17335-1,"12/108,562",Extension Of DAMAS Phased Array Processing For Spatial Coherence Determination (DAMAS-C),03 February 2031
NASA Langley Research Center,Issued,LAR-17346-1,"11/465,503",Thermoelectric Devices From Thin Metal System To Include Flexible Substrate And Method Of Making Same,04/28/2027
NASA Langley Research Center,Issued,LAR-17355-1,"11/863,964","A Method of Providing a Synthetic Vision System Flight Management Visualization Display for Aiding Pilot Preview, Rehearsal and/or Review and Real-Time Visual Acquisition of Flight Mission Progress",06/24/2029
NASA Langley Research Center,Application,LAR-17361-1,"12/138,709",Airfoil/ Wing Flow Control Using Flexible Extended Trailing Edge,
NASA Langley Research Center,Issued,LAR-17365-1,"11/958,673",Boundary-Layer-Ingesting S-Duct Diffusing Inlet Flow Control Using Hybrid Vane/Jet Approach at Transonic Flow Conditions,04/26/2029
NASA Langley Research Center,Issued,LAR-17381-1,"12/254,016","Thermoelectric material made with highly oriented twinned alloy of Si, Ge, C, and Sn on the basal plane of trigonal substrate and thermoelectric device made with the same material",10 November 2029
NASA Langley Research Center,Issued,LAR-17382-1,"12/393,238",Advanced High Performance Vertical Hybrid Electroactive Synthetic Jet Actuator (ASJA-V),10/18/2029
NASA Langley Research Center,Issued,LAR-17384-1,"12/354,808",Advanced Modified High Performance Synthetic Jet Actuator With Optimized Curvature Shape Chamber (ASJA-M),10/27/2031
NASA Langley Research Center,Issued,LAR-17385-1,"11/589,011",Apparatus For Free Electron Laser Ablative Synthesis Of Carbon Nanotubes,03 October 2028
NASA Langley Research Center,Application,LAR-17386-1,"12/851,584",Fine-Grained Targets For Free Electron Laser Synthesis Of Carbon Nanotubes,
NASA Langley Research Center,Issued,LAR-17387-1,"11/589,010",Process For Optimizing The Yield And Production Rate Of Single-Walled Carbon Nanotubes Using Free Electron Laser Synthesis,01/23/2028
NASA Langley Research Center,Issued,LAR-17390-1,"12/355,782",Advanced High Performance Horizontal Piezoelectric Hybrid Synthetic Jet Actuator (ASJA-H),04 February 2031
NASA Langley Research Center,Issued,LAR-17391-1,"12/187,458",A Byzantine-Fault Tolerant Self-Stabilizing Protocol for Distributed Clock Synchronization Systems,08/14/2028
NASA Langley Research Center,Issued,LAR-17402-1,"11/935,036","Wholly Aromatic Liquid Crystalline Polyetherimide (LC-PEI) Resin for manufacturing high modulus fibers, films, injection molded articles and foams",09/27/2029
NASA Langley Research Center,Issued,LAR-17405-1,"12/254,134",Hybrid Bandgap Engineering for Rhombohedral Super-Hetero-Epitaxy,05 November 2031
NASA Langley Research Center,Application,LAR-17413-2,"12/641,603",Nanoparticle-Containing Thermoplastic Composites and Methods of Preparing Same,
NASA Langley Research Center,Issued,LAR-17425-1,"12/496,788",Micro Spectrometer for Parallel Light,08/19/2029
NASA Langley Research Center,Application,LAR-17427-1,"12/174,360",Tailorable Dielectric Materials with Complex Permittivity Characteristics providing High Dielectric Constants and Low Loss Factors,
NASA Langley Research Center,Issued,LAR-17432-1,"12/118,172",Forward Voltage Short Pulse (FVSP) Technique for Measuring High Power Laser Diode Array (LDA) Junction Temperature,11/27/2030
